,ID,SleeveLength,LowerClothingLength,Hat,WaistAccessories,Neckline,Cardigan,CoveringNavel,UpperF,LowerF,OuterF,UpperP,LowerP,OuterP,Gender
384,00006933-01,1,3,1,3,2,1,1,1,1,7,1,1,7,0
385,00006957-01,1,3,0,3,2,1,1,1,1,7,3,5,7,0
386,00006957-02,1,3,0,3,2,1,1,1,1,7,3,5,7,0
387,00007146-05,0,3,0,3,2,1,1,1,1,7,3,3,7,0
388,00007146-06,0,3,0,3,2,1,1,1,1,7,3,3,7,0
389,00007146-07,0,3,0,3,2,1,1,1,1,7,3,3,7,0
390,00007146-08,1,3,0,0,2,0,1,1,0,0,3,3,3,0
391,00007228-01,1,4,0,3,2,1,1,1,1,7,3,3,7,0
392,00007228-04,1,3,0,3,2,1,1,1,1,7,3,3,7,0
393,00007233-03,1,3,0,3,2,1,1,1,1,7,3,3,7,0
394,00007233-04,1,3,0,3,2,1,1,1,1,7,3,3,7,0
395,00007253-01,3,3,0,3,3,1,1,1,1,7,3,3,7,0
396,00007323-01,3,3,1,3,2,1,1,1,1,7,3,3,7,0
397,00007323-02,3,3,1,3,2,1,1,1,1,7,3,3,7,0
398,00007323-04,3,3,0,3,2,1,1,1,1,7,3,3,7,0
399,00007377-01,1,3,1,3,2,1,1,1,1,7,3,3,7,0
400,00007441-01,3,3,0,3,2,1,1,1,1,7,1,3,7,0
401,00007469-01,3,3,0,3,2,1,1,1,1,7,3,3,7,0
402,00007865-01,3,3,0,0,0,1,1,1,1,7,3,5,7,0
403,00007865-02,3,3,0,3,0,1,1,1,1,7,3,5,7,0
404,00007865-03,3,3,0,3,0,1,1,1,1,7,3,5,7,0
405,00007930-01,1,3,0,3,4,1,1,1,1,7,3,3,7,0
406,00007930-02,1,3,0,3,4,1,1,1,1,7,3,3,7,0
407,00007948-01,1,3,0,3,2,1,1,1,1,2,3,1,3,0
408,00007974-01,3,3,0,3,2,1,1,1,1,7,3,1,7,0
409,00000167-01,3,4,0,3,4,1,1,1,0,7,6,3,7,0
410,00000193-04,3,4,0,3,4,1,1,1,1,7,6,3,7,0
411,00000193-05,3,4,1,3,4,1,1,1,1,7,6,3,7,0
412,00000193-06,3,0,0,3,4,1,1,1,1,7,6,3,7,0
413,00000193-07,3,4,0,3,4,1,1,1,1,7,6,3,7,0
414,00000193-08,3,4,0,3,4,1,1,1,1,7,6,3,7,0
415,00000204-01,3,4,1,3,4,1,1,1,1,7,2,3,7,0
416,00000226-04,1,4,0,3,4,1,1,1,0,7,6,3,7,0
417,00000226-05,1,4,0,3,4,1,1,1,0,7,6,3,7,0
418,00000240-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
419,00000541-01,3,4,2,3,4,1,1,0,0,7,3,3,7,0
420,00000541-02,3,4,0,3,4,1,1,0,0,7,3,3,7,0
421,00000562-02,1,4,0,3,4,1,1,1,1,7,0,3,7,0
422,00000632-01,3,4,0,3,4,1,1,1,0,7,0,3,7,0
423,00000649-01,3,4,0,3,4,1,1,1,1,7,4,3,7,0
424,00000711-01,1,4,1,3,4,1,1,1,1,7,2,3,7,0
425,00000712-02,3,4,0,3,4,1,1,1,1,7,4,3,7,0
426,00000783-01,3,4,0,3,3,1,1,1,1,7,1,6,7,0
427,00000846-01,1,4,2,3,4,1,1,1,1,7,3,3,7,0
428,00000846-02,1,4,2,3,4,1,1,1,1,7,3,3,7,0
429,00000846-03,1,4,2,3,4,1,1,1,1,7,3,3,7,0
430,00000846-04,1,4,2,3,4,1,1,1,1,7,3,3,7,0
431,00000846-06,1,4,2,3,4,1,1,1,1,7,3,3,7,0
432,00000846-10,1,4,2,3,4,1,1,1,1,7,3,3,7,0
433,00000898-04,1,4,2,3,4,1,1,1,1,7,1,3,7,0
434,00000925-01,1,4,1,3,4,1,1,1,1,7,1,3,7,0
435,00001005-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
436,00001055-02,1,4,1,3,4,1,1,1,1,7,1,3,7,0
437,00001055-03,1,4,1,3,4,1,1,1,1,7,1,3,7,0
438,00001138-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
439,00001184-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
440,00001184-03,1,4,0,3,4,1,1,1,1,7,1,3,7,0
441,00001366-04,1,4,0,3,4,1,1,1,1,7,1,3,7,0
442,00001366-05,1,4,0,3,4,1,1,1,1,7,1,3,7,0
443,00001488-01,1,4,1,3,4,1,1,1,1,7,1,3,7,0
444,00001540-01,1,4,1,3,4,1,1,1,1,7,3,3,7,0
445,00001540-02,1,4,1,3,4,1,1,1,1,7,3,3,7,0
446,00001540-03,1,4,1,3,4,1,1,1,1,7,3,3,7,0
447,00001679-02,1,4,0,3,4,1,1,1,1,7,1,3,7,0
448,00001723-04,1,4,0,3,4,1,1,1,1,7,1,3,7,0
449,00001723-05,1,4,0,3,4,1,1,1,1,7,1,3,7,0
450,00001802-02,1,4,0,3,4,1,1,1,1,7,1,3,7,0
451,00001866-05,1,4,0,3,4,1,1,1,1,7,3,3,7,0
452,00001866-06,1,4,0,3,4,1,1,1,1,7,3,3,7,0
453,00001866-07,1,4,0,3,4,1,1,1,1,7,3,3,7,0
454,00001866-08,1,4,0,3,4,1,1,1,0,7,3,3,7,0
455,00001896-01,1,4,0,3,4,1,1,1,1,7,6,3,7,0
456,00001919-11,1,4,0,3,4,1,1,1,0,7,3,3,7,0
457,00001919-12,1,4,2,3,4,1,1,1,0,7,3,3,7,0
458,00001919-13,1,4,0,3,4,1,1,1,0,7,3,3,7,0
459,00001919-14,1,4,0,3,4,1,1,1,0,7,3,3,7,0
460,00001948-02,1,4,0,3,4,1,1,1,0,7,1,3,7,0
461,00001985-01,1,4,0,3,4,1,1,1,1,7,3,3,7,0
462,00002035-01,3,4,0,3,2,0,1,1,1,0,3,3,3,0
463,00002035-02,3,4,0,3,4,1,1,7,0,0,7,3,3,0
464,00002266-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
465,00002313-03,3,4,0,0,4,1,1,1,1,7,1,3,7,0
466,00002383-01,1,4,0,3,4,1,1,0,1,7,3,3,7,0
467,00002383-02,1,4,0,3,4,1,1,0,1,7,3,3,7,0
468,00002461-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
469,00002461-02,1,4,0,3,4,1,1,1,0,7,1,3,7,0
470,00002468-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
471,00002541-01,3,4,0,3,4,1,1,1,1,7,1,3,7,0
472,00002541-02,3,4,0,3,4,1,1,1,1,7,1,3,7,0
473,00002750-01,1,4,0,3,4,1,1,1,1,7,3,3,7,0
474,00002808-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
475,00002816-02,1,4,0,3,4,1,1,1,1,7,1,3,7,0
476,00002874-01,3,4,0,3,4,1,1,1,0,7,1,3,7,0
477,00002874-02,3,4,0,3,4,1,1,1,0,7,1,3,7,0
478,00002940-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
479,00003009-01,3,4,0,3,4,1,1,1,1,7,3,5,7,0
480,00003009-05,3,4,0,3,4,1,1,1,1,7,3,3,7,0
481,00003009-06,3,4,0,3,4,1,1,1,1,1,3,3,3,0
482,00003009-07,3,4,0,3,4,1,1,1,1,1,3,3,3,0
483,00003009-08,3,4,0,3,4,1,1,1,0,7,3,3,7,0
484,00003009-09,3,4,0,3,4,1,1,1,1,1,3,3,3,0
485,00003131-01,1,4,1,3,4,1,1,1,1,7,3,3,7,0
486,00003136-02,1,4,0,3,4,1,1,1,1,7,1,3,7,0
487,00003219-03,1,4,0,3,4,1,1,1,0,7,1,3,7,0
488,00003329-01,3,4,0,3,2,1,1,1,1,7,3,3,7,0
489,00003439-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
490,00003489-01,3,4,0,3,4,1,1,1,1,7,3,3,7,0
491,00003489-07,3,4,0,3,4,1,1,1,1,7,3,3,7,0
492,00003489-08,3,4,0,3,4,1,1,1,1,7,3,3,7,0
493,00003489-09,3,4,0,3,4,1,1,1,1,7,3,3,7,0
494,00003489-11,3,4,0,3,4,1,1,1,1,7,3,3,7,0
495,00003489-12,3,4,0,3,4,1,1,1,1,7,3,3,7,0
496,00003489-13,3,4,0,3,4,1,1,1,1,7,3,3,7,0
497,00003706-01,3,4,0,3,4,1,1,1,1,7,4,3,7,0
498,00003725-03,1,4,0,3,4,1,1,1,1,7,1,3,7,0
499,00003860-01,3,4,0,3,4,1,1,1,1,7,1,3,7,0
500,00003899-01,3,4,0,3,4,1,1,1,0,7,2,3,7,0
501,00004118-01,3,4,1,3,4,1,1,1,1,7,3,3,7,0
502,00004118-02,3,4,1,3,4,1,1,1,1,7,3,3,7,0
503,00004118-03,3,4,1,3,4,1,1,1,1,7,3,3,7,0
504,00004118-04,3,4,1,3,4,1,1,1,1,7,3,3,7,0
505,00004118-06,3,4,1,3,4,1,1,1,1,7,3,3,7,0
506,00004194-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
507,00004293-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
508,00004343-01,3,4,1,3,4,1,1,1,0,7,4,3,7,0
509,00004348-03,1,4,0,3,4,1,1,1,0,7,4,3,7,0
510,00004348-04,1,4,0,3,4,1,1,1,1,7,4,3,7,0
511,00004514-01,1,4,0,3,4,1,1,1,1,7,0,3,7,0
512,00004531-02,1,4,0,3,4,1,1,1,0,7,1,3,7,0
513,00004568-03,1,4,0,3,4,1,1,1,1,7,2,3,7,0
514,00004568-05,1,4,0,3,4,1,1,1,1,7,2,3,7,0
515,00004632-01,1,4,0,3,4,1,1,1,0,7,5,3,7,0
516,00004713-01,3,4,0,3,4,1,1,1,1,7,1,3,7,0
517,00004713-02,3,4,0,3,4,1,1,1,1,7,1,3,7,0
518,00004713-03,3,4,0,3,4,1,1,1,1,7,1,3,7,0
519,00004738-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
520,00004763-02,1,4,1,3,4,1,1,1,0,7,1,3,7,0
521,00004763-03,1,4,1,3,4,1,1,1,0,7,1,3,7,0
522,00004794-04,3,4,0,3,4,1,1,1,1,7,3,3,7,0
523,00004794-05,3,4,0,3,4,1,1,1,1,7,3,3,7,0
524,00004794-06,3,4,0,3,4,1,1,1,1,7,3,3,7,0
525,00004794-07,3,4,0,3,4,1,1,1,1,7,3,3,7,0
526,00004917-01,3,4,0,3,4,1,1,7,1,0,7,3,3,0
527,00004917-03,3,4,0,3,4,1,1,0,1,7,3,3,7,0
528,00004958-02,3,4,0,3,4,1,1,1,1,7,6,3,7,0
529,00005004-01,0,4,0,3,4,1,1,1,1,7,4,3,7,0
530,00005077-01,1,4,0,3,4,1,1,1,1,7,1,3,7,0
531,00005092-04,3,4,0,3,4,1,1,1,0,1,3,3,4,0
532,00005092-05,3,4,0,3,4,1,1,1,0,7,4,3,7,0
533,00005383-02,1,4,0,3,4,1,1,1,1,7,1,3,7,0
534,00005417-03,1,4,0,3,4,1,1,1,1,7,1,3,7,0
535,00005453-02,1,4,0,3,4,1,1,1,1,7,1,3,7,0
536,00005475-01,1,4,0,3,4,1,1,1,0,7,1,3,7,0
537,00005489-01,3,4,0,3,3,1,1,1,0,7,2,3,7,0
538,00005548-04,1,4,1,3,4,1,1,1,1,7,3,3,7,0
539,00005548-05,1,4,1,3,4,1,1,1,1,7,3,3,7,0
540,00005548-06,1,4,1,3,4,1,1,1,1,7,3,3,7,0
541,00005557-01,3,4,0,3,4,1,1,1,1,7,3,3,7,0
542,00005557-02,3,4,0,3,4,1,1,1,1,7,3,3,7,0
543,00005557-03,3,4,0,3,4,1,1,1,1,7,3,3,7,0
544,00005557-04,3,4,0,3,4,1,1,1,1,7,3,3,7,0
545,00005557-05,3,4,0,3,4,1,1,1,1,7,3,3,7,0
546,00005557-06,3,4,0,3,4,1,1,1,0,7,3,3,7,0
547,00005557-08,3,4,0,3,4,1,1,1,0,7,3,3,7,0
548,00005557-09,3,4,0,3,4,1,1,1,0,7,3,3,7,0
549,00005697-01,1,4,0,3,4,1,1,1,1,7,2,3,7,0
550,00005811-01,3,4,0,3,3,1,1,1,1,7,6,3,7,0
551,00005833-01,3,4,0,3,4,1,1,1,1,7,3,5,7,0
552,00005833-02,3,4,0,3,4,1,1,1,0,7,3,5,7,0
553,00005940-01,3,4,0,3,4,1,1,1,0,7,4,3,7,0
554,00005986-03,1,4,0,3,4,1,1,1,0,7,3,3,7,0
555,00005986-06,1,4,0,3,4,1,1,1,0,7,3,3,7,0
556,00005986-07,1,4,0,3,4,1,1,1,0,7,3,3,7,0
557,00005986-08,1,4,0,3,4,1,1,1,0,7,3,3,7,0
558,00006055-01,1,4,2,3,4,1,1,1,0,7,1,3,7,0
559,00006432-01,2,4,0,3,4,1,1,0,1,7,5,3,7,0
560,00006790-04,3,4,0,3,4,1,1,1,1,1,3,3,4,0
561,00006790-07,3,4,0,3,4,1,1,1,1,1,3,3,4,0
562,00006790-09,3,4,0,3,4,1,1,1,1,1,3,3,4,0
563,00007027-01,1,4,0,3,4,1,1,1,0,7,0,3,7,0
564,00007439-01,1,4,0,3,2,1,1,1,0,7,3,3,7,0
565,00000056-01,3,0,0,3,4,1,1,1,1,1,3,3,3,0
566,00000216-03,0,0,0,3,2,1,1,1,1,7,3,3,7,0
567,00000254-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
568,00000337-07,1,0,0,3,4,1,1,1,1,7,3,3,7,0
569,00000337-08,1,0,0,3,4,1,1,1,1,7,3,3,7,0
570,00000337-09,1,0,0,3,4,1,1,1,1,7,3,3,7,0
571,00000337-10,1,0,0,3,4,1,1,1,1,7,3,3,7,0
572,00000337-11,1,0,0,3,4,1,1,1,1,7,3,3,7,0
573,00000337-12,1,0,0,3,4,1,1,1,1,7,3,3,7,0
574,00000465-01,0,1,0,3,2,1,1,1,1,7,3,3,7,0
575,00000582-01,0,1,0,3,2,1,1,1,1,7,3,1,7,0
576,00000597-01,3,1,0,3,2,0,1,1,1,1,3,2,3,0
577,00000597-02,3,1,0,3,2,0,1,1,1,1,3,2,3,0
578,00000633-02,1,1,0,3,4,1,1,1,1,7,3,1,7,0
579,00000638-01,0,1,2,3,2,1,1,1,1,7,1,3,7,0
580,00000638-02,0,1,2,3,2,1,1,1,1,7,1,3,7,0
581,00000638-03,0,1,0,3,2,1,1,1,1,7,1,3,7,0
582,00000655-01,1,1,0,3,2,1,1,1,1,7,3,2,7,0
583,00000655-03,1,1,0,3,2,1,1,1,1,7,3,2,7,0
584,00000697-04,1,0,0,3,2,1,1,1,1,7,3,3,7,0
585,00000697-05,1,0,0,3,2,1,1,1,1,7,3,3,7,0
586,00000697-06,1,0,0,3,4,1,1,1,1,7,0,3,7,0
587,00000816-01,1,1,1,3,2,1,1,1,1,7,1,1,7,0
588,00000847-05,1,1,0,3,0,1,1,1,1,7,3,3,7,0
589,00000847-06,1,1,0,3,4,1,1,0,1,7,3,3,7,0
590,00000847-07,1,1,0,3,4,1,1,0,1,7,3,3,7,0
591,00000847-08,1,1,0,3,4,1,1,0,1,7,3,3,7,0
592,00000855-01,0,2,0,3,2,1,1,1,1,7,6,3,7,0
593,00000931-02,1,1,0,3,2,1,1,1,1,7,3,1,7,0
594,00000989-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
595,00000991-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
596,00001012-01,1,1,0,3,2,1,1,1,1,7,6,3,7,0
597,00001015-01,1,1,0,3,0,1,1,1,1,7,3,1,7,0
598,00001082-01,1,1,0,0,2,1,1,1,1,7,3,1,7,0
599,00001109-01,1,1,0,3,2,1,1,1,1,7,3,1,7,0
600,00001183-01,1,2,0,3,2,1,1,1,2,7,3,3,7,0
601,00001221-01,1,1,0,3,2,1,1,1,1,7,3,1,7,0
602,00001246-01,1,1,0,3,4,1,1,1,1,7,3,0,7,0
603,00001281-01,3,3,0,3,2,0,1,1,1,1,3,1,3,0
604,00001281-02,3,3,0,3,2,1,1,1,1,7,3,1,7,0
605,00001350-01,1,1,0,3,4,1,1,1,1,7,3,1,7,0
606,00001361-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
607,00001365-01,1,1,0,3,4,1,1,1,1,7,1,1,7,0
608,00001457-01,0,1,0,3,2,1,1,1,1,7,3,1,7,0
609,00001549-04,0,0,0,3,2,1,1,1,1,7,3,1,7,0
610,00001636-01,0,1,0,3,2,1,1,1,0,7,1,3,7,0
611,00001682-01,1,1,0,3,4,1,1,1,1,7,3,2,7,0
612,00001685-01,0,1,0,3,2,1,1,1,1,7,1,1,7,0
613,00001809-01,2,1,0,3,2,1,1,1,1,7,3,1,7,0
614,00001859-01,1,1,0,3,2,1,1,1,1,7,3,0,7,0
615,00001859-03,1,1,0,3,2,1,1,1,1,7,3,0,7,0
616,00001918-02,1,1,0,3,2,1,1,1,1,7,3,1,7,0
617,00001922-01,1,1,0,3,4,1,1,1,1,7,3,1,7,0
618,00002046-01,1,0,0,3,2,1,1,1,1,7,3,3,7,0
619,00002110-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
620,00002110-02,3,1,0,3,2,0,1,1,1,0,3,3,3,0
621,00002110-03,3,1,0,3,2,1,1,1,1,0,3,3,3,0
622,00002110-04,1,1,0,3,4,1,1,1,1,7,1,3,7,0
623,00002110-09,3,1,0,3,0,0,1,1,1,0,3,3,3,0
624,00002110-10,3,1,0,3,0,0,1,1,1,0,3,3,3,0
625,00002110-12,3,1,0,3,0,0,1,1,1,0,3,3,3,0
626,00002110-15,1,1,0,3,2,1,1,1,1,7,3,3,7,0
627,00002110-16,1,1,0,3,2,1,1,1,1,7,3,3,7,0
628,00002110-17,1,1,0,3,4,1,1,1,1,7,1,3,7,0
629,00002110-18,1,1,0,3,2,1,1,1,1,7,3,3,7,0
630,00002110-19,1,1,0,3,2,1,1,1,1,7,3,3,7,0
631,00002110-20,1,1,0,3,2,1,1,1,1,7,3,3,7,0
632,00002110-21,1,1,0,3,2,1,1,1,1,7,3,3,7,0
633,00002160-02,1,1,0,3,2,1,1,1,1,7,3,1,7,0
634,00002380-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
635,00002413-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
636,00002435-02,1,1,0,0,2,1,1,1,1,7,3,1,7,0
637,00002587-01,1,1,0,3,4,1,1,1,1,7,1,1,7,0
638,00002663-01,1,1,0,3,6,0,1,1,1,7,3,3,7,0
639,00002663-02,1,1,0,3,2,1,1,1,1,7,2,3,7,0
640,00002705-01,0,1,0,3,2,1,1,1,1,7,3,1,7,0
641,00002710-01,1,1,1,3,2,1,1,1,1,7,3,1,7,0
642,00002767-08,3,1,0,3,2,0,1,1,1,1,3,3,3,0
643,00002767-09,3,1,0,3,2,0,1,1,1,1,3,3,3,0
644,00002795-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
645,00003028-01,1,1,1,3,2,1,1,1,1,7,3,3,7,0
646,00003063-02,1,3,1,0,2,1,1,1,1,7,3,3,7,0
647,00003077-01,3,1,0,3,2,1,1,1,1,7,6,5,7,0
648,00003104-05,1,0,0,3,2,1,1,1,1,7,3,1,7,0
649,00003104-06,1,0,0,3,2,1,1,1,1,7,3,1,7,0
650,00003106-15,0,1,0,3,2,1,1,1,1,7,3,3,7,0
651,00003125-04,3,1,0,3,3,1,1,1,1,7,3,1,7,0
652,00003125-05,3,1,0,3,3,1,1,1,1,7,3,1,7,0
653,00003125-06,3,1,0,3,3,1,1,1,1,7,3,1,7,0
654,00003125-07,2,1,0,3,4,1,1,1,1,7,3,1,7,0
655,00003125-08,3,1,0,3,4,1,1,1,1,7,1,1,7,0
656,00003280-01,1,1,0,3,4,1,1,1,1,7,1,1,7,0
657,00003297-01,1,1,0,3,2,1,1,1,0,7,6,3,7,0
658,00003297-02,0,1,1,3,2,1,1,1,0,7,3,3,7,0
659,00003412-01,0,1,2,3,2,1,1,1,1,7,3,1,7,0
660,00003451-01,1,3,0,3,2,1,1,1,1,7,3,3,7,0
661,00003537-01,0,1,0,3,2,1,1,1,0,7,3,3,7,0
662,00003537-02,0,1,0,3,2,1,1,1,0,7,1,3,7,0
663,00003553-01,1,1,1,3,2,1,1,1,1,7,3,1,7,0
664,00003577-01,1,1,0,3,2,1,1,1,1,7,3,0,7,0
665,00003668-01,0,1,1,3,2,1,1,1,0,7,3,3,7,0
666,00003769-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
667,00004071-03,3,1,0,3,2,1,1,1,1,7,2,2,7,0
668,00004084-01,0,1,0,3,2,1,1,1,1,7,3,1,7,0
669,00004131-01,0,1,1,3,2,1,1,1,1,7,3,3,7,0
670,00004131-03,0,1,0,3,2,1,1,1,1,7,3,3,7,0
671,00004131-10,1,1,0,3,2,1,1,1,1,7,3,3,7,0
672,00004249-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
673,00004249-02,1,1,0,3,2,1,1,1,1,7,3,3,7,0
674,00004249-03,1,1,0,3,2,1,1,1,1,7,3,3,7,0
675,00004249-09,1,1,0,3,2,1,1,1,1,7,3,3,7,0
676,00004249-10,1,1,0,3,2,1,1,1,1,7,3,3,7,0
677,00004249-11,1,1,0,3,2,1,1,1,1,7,3,3,7,0
678,00004249-14,1,1,0,3,2,1,1,1,1,7,3,3,7,0
679,00004292-05,2,0,0,3,2,1,1,1,0,7,3,3,7,0
680,00004292-06,2,1,0,3,2,1,1,1,0,7,3,3,7,0
681,00004292-07,2,1,0,3,2,1,1,1,0,7,3,5,7,0
682,00004292-08,2,1,0,3,2,1,1,1,0,7,3,5,7,0
683,00004298-01,1,1,0,3,2,1,1,1,1,7,2,3,7,0
684,00004298-03,0,1,0,3,2,1,1,1,1,7,3,3,7,0
685,00004397-01,1,1,0,3,2,1,1,1,1,7,3,1,7,0
686,00004440-01,3,1,0,3,2,1,1,1,1,7,1,1,7,0
687,00004474-01,3,1,0,0,2,1,1,1,1,1,3,1,1,0
688,00004527-05,1,0,0,0,2,0,1,1,1,0,3,3,3,0
689,00004527-06,1,0,1,3,2,1,1,1,1,7,3,3,7,0
690,00004527-07,0,0,0,3,2,1,1,1,1,7,3,3,7,0
691,00004527-08,0,0,0,3,2,1,1,1,1,7,3,3,7,0
692,00004527-09,1,0,1,3,2,1,1,1,1,7,3,3,7,0
693,00004527-10,1,0,1,3,4,1,1,1,1,7,1,3,7,0
694,00004620-01,3,1,0,3,2,1,1,1,1,7,3,1,7,0
695,00004629-01,0,1,1,3,2,1,1,1,1,7,1,3,7,0
696,00004629-02,1,1,0,0,2,1,1,1,1,7,2,3,7,0
697,00004629-04,0,1,1,3,2,1,1,1,1,7,3,3,7,0
698,00004629-08,1,1,1,3,4,1,1,1,0,7,3,3,7,0
699,00004629-09,0,1,1,3,2,1,1,1,1,7,3,3,7,0
700,00004629-10,0,1,1,3,2,1,1,1,1,7,3,3,7,0
701,00004659-01,1,1,0,3,2,1,1,1,1,7,5,3,7,0
702,00004852-01,1,1,0,3,4,1,1,1,1,7,3,1,7,0
703,00004852-02,1,1,0,3,4,1,1,1,1,7,3,1,7,0
704,00004890-01,3,1,0,3,2,1,1,1,1,7,1,1,7,0
705,00004920-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
706,00005086-02,0,1,0,3,2,1,1,1,1,7,3,0,7,0
707,00005151-04,1,1,0,3,4,1,1,1,1,7,4,3,7,0
708,00005151-06,1,1,0,3,4,1,1,0,0,7,3,3,7,0
709,00005320-01,1,1,0,3,2,1,1,1,1,7,2,3,7,0
710,00005322-01,1,1,0,0,2,0,1,1,1,0,3,1,3,0
711,00005480-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
712,00005609-04,1,1,0,3,2,1,1,1,1,7,3,3,7,0
713,00005609-05,1,1,0,3,2,1,1,1,1,7,3,3,7,0
714,00005609-06,1,1,0,3,2,1,1,1,1,7,3,3,7,0
715,00005615-01,1,1,0,3,2,1,1,1,1,7,6,6,7,0
716,00005680-01,1,1,0,0,2,1,1,1,1,7,3,1,7,0
717,00005745-02,1,1,0,3,2,1,1,1,1,7,3,1,7,0
718,00005778-01,1,1,1,3,2,1,1,1,1,7,3,3,7,0
719,00005966-01,1,1,0,3,2,1,1,1,0,7,3,3,7,0
720,00006143-02,1,1,0,3,2,1,1,1,1,7,6,3,7,0
721,00006143-03,1,1,0,3,2,1,1,1,1,7,1,6,7,0
722,00006150-01,0,1,0,3,2,1,1,1,1,7,3,1,7,0
723,00006241-02,3,1,0,3,2,1,1,1,1,7,3,2,7,0
724,00006298-01,0,1,0,3,2,1,1,1,0,7,3,5,7,0
725,00006298-02,1,1,0,3,2,1,1,1,0,7,3,5,7,0
726,00006382-01,1,1,0,3,2,1,1,1,1,7,5,3,7,0
727,00006420-06,1,1,0,3,2,1,1,1,1,7,3,3,7,0
728,00006420-10,1,1,0,0,2,1,1,1,1,7,3,3,7,0
729,00006420-11,1,1,0,3,4,1,1,0,1,7,3,3,7,0
730,00006473-01,0,1,0,3,2,1,1,1,1,7,3,3,7,0
731,00006508-01,1,1,0,3,4,1,1,1,1,7,1,1,7,0
732,00006619-04,0,1,0,3,2,1,1,2,1,7,3,1,7,0
733,00006624-01,0,1,2,3,2,1,1,1,1,7,3,1,7,0
734,00006648-01,0,1,0,3,2,1,1,1,1,7,3,0,7,0
735,00006723-02,3,1,0,3,2,1,1,1,1,7,3,2,7,0
736,00006745-01,1,1,0,3,2,1,1,1,1,7,3,1,7,0
737,00006765-02,1,1,0,3,2,1,1,1,1,7,3,1,7,0
738,00006829-01,3,1,0,3,4,1,1,1,0,7,4,3,7,0
739,00006829-02,1,1,0,3,2,1,1,1,1,7,3,3,7,0
740,00006829-03,1,1,0,3,2,1,1,1,0,7,3,3,7,0
741,00006829-04,3,1,0,3,4,1,1,1,0,7,4,3,7,0
742,00006913-01,1,1,0,3,4,1,1,1,0,7,1,3,7,0
743,00006968-01,1,1,0,3,2,1,1,1,1,7,3,2,7,0
744,00007004-03,3,1,0,3,2,1,1,1,1,7,3,0,7,0
745,00007048-01,1,1,2,3,4,1,1,1,1,7,0,3,7,0
746,00007048-02,1,1,2,3,4,1,1,1,1,7,0,3,7,0
747,00007048-03,1,1,2,4,4,1,1,1,1,7,1,3,7,0
748,00007066-04,0,1,0,3,2,1,1,1,1,7,3,3,7,0
749,00007066-05,0,1,0,3,2,1,1,1,1,7,3,3,7,0
750,00007066-06,0,1,0,3,2,1,1,1,1,7,3,3,7,0
751,00007066-07,0,1,0,3,2,1,1,1,1,7,3,3,7,0
752,00007066-08,0,1,0,0,2,1,1,1,1,7,3,3,7,0
753,00007088-01,1,1,0,3,2,1,1,1,1,7,3,1,7,0
754,00007128-02,1,1,0,3,2,1,1,1,1,7,2,1,7,0
755,00007141-01,3,3,1,3,2,1,1,1,1,7,3,3,7,0
756,00007167-01,1,1,0,3,2,1,1,1,1,7,3,3,7,0
757,00007309-06,1,1,0,3,2,1,1,1,1,7,3,3,7,0
758,00007309-07,1,1,0,0,2,1,1,1,1,7,3,3,7,0
759,00007309-08,1,1,0,3,2,1,1,1,1,7,3,3,7,0
760,00007309-09,1,1,0,3,2,1,1,1,1,7,3,3,7,0
761,00007309-10,1,1,0,3,4,1,1,0,1,7,3,3,7,0
762,00007362-01,1,1,0,3,2,1,1,1,1,7,3,1,7,0
763,00007442-07,1,1,0,3,2,1,1,1,1,7,3,3,7,0
764,00007496-01,0,1,0,3,2,1,1,1,1,7,2,2,7,0
765,00007496-03,0,1,0,3,2,1,1,1,1,7,2,2,7,0
766,00007519-01,1,1,0,0,2,1,1,1,0,7,3,3,7,0
767,00007539-01,0,1,0,3,2,1,1,1,1,7,3,1,7,0
768,00007555-01,2,1,1,3,2,1,1,1,0,7,3,3,7,0
769,00007719-01,1,1,0,0,2,1,1,1,1,7,3,1,7,0
